frame_idx,frame_id,timestamp,name,detections,matches,created,ambiguous,provisional,visible,elapsed_seconds
42,42,1.4040849612403101,frame_000042,9,7,0,2,0,7,0.6926342999795452
43,43,1.4375155555555557,frame_000043,7,5,0,2,0,5,0.6847561999456957
44,44,1.470946149870801,frame_000044,5,5,0,0,0,5,0.6489210999570787
45,45,1.5043767441860465,frame_000045,7,5,0,2,0,5,0.6674466000404209
46,46,1.537807338501292,frame_000046,7,6,0,0,1,6,0.6968219000846148
47,47,1.5712379328165376,frame_000047,3,3,0,0,0,3,0.5776019999757409
48,48,1.6046685271317829,frame_000048,8,5,1,0,2,6,0.6525966000044718
49,49,1.6380991214470284,frame_000049,6,5,0,0,1,5,0.6376148000126705
50,50,1.671529715762274,frame_000050,6,5,0,0,1,5,0.6381401000544429
51,51,1.7049603100775195,frame_000051,5,4,0,0,1,4,0.6317045000614598
52,52,1.7383909043927648,frame_000052,5,3,2,0,0,5,0.6982657000189647
53,53,1.7718214987080103,frame_000053,5,4,0,1,0,4,0.7276994999265298
54,54,1.8052520930232558,frame_000054,8,5,0,3,0,5,0.864643800072372
55,55,1.8386826873385014,frame_000055,5,3,0,2,0,3,0.7147072999505326
56,56,1.8721132816537467,frame_000056,3,1,1,1,0,2,0.6926957999821752
57,57,1.9055438759689922,frame_000057,4,2,2,0,0,4,0.7179940000642091
58,58,1.9389744702842377,frame_000058,6,5,1,0,0,6,0.7537475000135601
59,59,1.9724050645994833,frame_000059,3,1,0,2,0,1,0.6862219000468031
60,60,2.005835658914729,frame_000060,3,1,0,1,1,1,0.7068559000035748
61,61,2.0392662532299743,frame_000061,4,2,0,2,0,2,0.7352544000605121
62,62,2.0726968475452194,frame_000062,3,2,0,1,0,2,0.7392746000550687
63,63,2.106127441860465,frame_000063,4,2,0,2,0,2,0.7693329000612721
64,64,2.1395580361757105,frame_000064,5,2,1,2,0,3,0.7561924000037834
65,65,2.172988630490956,frame_000065,4,2,0,1,1,2,0.7533508000196889
66,66,2.2064192248062016,frame_000066,5,3,0,1,1,3,0.7564455000683665
67,67,2.239849819121447,frame_000067,2,2,0,0,0,2,0.7177119000116363
68,68,2.2732804134366926,frame_000068,2,2,0,0,0,2,0.7273785000434145
69,69,2.306711007751938,frame_000069,4,2,2,0,0,4,0.7633437999757007
70,70,2.3401416020671832,frame_000070,4,3,1,0,0,4,0.7324136000825092
71,71,2.373572196382429,frame_000071,4,2,0,1,1,2,0.7421017999295145
72,72,2.4070027906976743,frame_000072,1,1,0,0,0,1,0.6820812999503687
73,73,2.44043338501292,frame_000073,5,3,0,1,1,3,0.7762727000517771
74,74,2.4738639793281654,frame_000074,2,2,0,0,0,2,0.700489200069569
75,75,2.507294573643411,frame_000075,3,2,1,0,0,3,0.7497659999644384
76,76,2.5407251679586564,frame_000076,3,2,1,0,0,3,0.7636623000726104
77,77,2.574155762273902,frame_000077,2,2,0,0,0,2,0.6650021000532433
78,78,2.6075863565891475,frame_000078,2,2,0,0,0,2,0.6946222999831662
79,79,2.6410169509043926,frame_000079,2,2,0,0,0,2,0.7636385000078008
80,80,2.674447545219638,frame_000080,2,2,0,0,0,2,0.7405970999971032
81,81,2.7078781395348837,frame_000081,3,3,0,0,0,3,0.7947946999920532
82,82,2.741308733850129,frame_000082,6,4,2,0,0,6,0.8105510999448597
83,83,2.7747393281653747,frame_000083,4,3,0,1,0,3,0.80545310000889
84,84,2.8081699224806203,frame_000084,3,2,0,1,0,2,0.8026219999883324
85,85,2.841600516795866,frame_000085,4,3,0,1,0,3,0.8138921000063419
86,86,2.8750311111111113,frame_000086,4,3,0,1,0,3,0.8204422000562772
87,87,2.9084617054263564,frame_000087,3,3,0,0,0,3,0.7899862999329343
88,88,2.941892299741602,frame_000088,2,2,0,0,0,2,0.7862663000123575
89,89,2.9753228940568475,frame_000089,1,1,0,0,0,1,0.7596477000042796
90,90,3.008753488372093,frame_000090,1,1,0,0,0,1,0.7220293000573292
91,91,3.0421840826873385,frame_000091,1,1,0,0,0,1,0.7310538999736309
92,92,3.075614677002584,frame_000092,2,2,0,0,0,2,0.7373982999706641
93,93,3.1090452713178296,frame_000093,1,1,0,0,0,1,0.7225698000984266
94,94,3.142475865633075,frame_000094,1,1,0,0,0,1,0.7152317999862134
95,95,3.17590645994832,frame_000095,1,1,0,0,0,1,0.7543357000686228
96,96,3.2093370542635657,frame_000096,1,1,0,0,0,1,0.7202796000055969
97,97,3.2427676485788113,frame_000097,4,0,2,2,0,2,0.8330097000580281
98,98,3.276198242894057,frame_000098,3,1,0,2,0,1,0.7899633999913931
99,99,3.3096288372093023,frame_000099,5,1,0,4,0,1,0.8680958000477403
100,100,3.343059431524548,frame_000100,5,1,1,3,0,2,0.8654997000703588
101,101,3.3764900258397934,frame_000101,2,0,0,2,0,0,0.7559486000100151
102,102,3.409920620155039,frame_000102,5,1,2,2,0,3,0.8158440999686718
103,103,3.443351214470284,frame_000103,4,1,0,3,0,1,0.832474600058049
104,104,3.4767818087855296,frame_000104,2,0,0,2,0,0,0.7277875000145286
105,105,3.510212403100775,frame_000105,3,0,1,2,0,1,0.7658893000334501
106,106,3.5436429974160206,frame_000106,3,1,0,2,0,1,0.756737899966538
107,107,3.577073591731266,frame_000107,3,1,0,2,0,1,0.7515467000193894
108,108,3.6105041860465117,frame_000108,6,1,2,3,0,3,1.0384155000792816
109,109,3.643934780361757,frame_000109,5,3,0,2,0,3,0.8184459999902174
110,110,3.6773653746770028,frame_000110,5,3,0,2,0,3,0.8302278000628576
111,111,3.710795968992248,frame_000111,4,2,0,2,0,2,0.8181780999293551
112,112,3.7442265633074934,frame_000112,6,3,2,1,0,5,0.8529386000009254
113,113,3.777657157622739,frame_000113,4,2,0,2,0,2,0.7936087000416592
114,114,3.8110877519379844,frame_000114,7,4,2,1,0,6,0.8889668999472633
115,115,3.84451834625323,frame_000115,6,5,0,1,0,5,0.8230636999942362
116,116,3.8779489405684755,frame_000116,5,4,0,1,0,4,0.823682599933818
117,117,3.911379534883721,frame_000117,6,5,0,1,0,5,0.8330005999887362
118,118,3.9448101291989666,frame_000118,5,4,0,1,0,4,0.8324141999473795
119,119,3.978240723514212,frame_000119,6,5,0,1,0,5,0.8285179999656975
120,120,4.011671317829458,frame_000120,4,3,0,1,0,3,0.8234674000414088
121,121,4.045101912144703,frame_000121,6,4,0,1,1,4,0.9084914999548346
122,122,4.078532506459949,frame_000122,6,3,0,3,0,3,0.8635531000327319
123,123,4.111963100775194,frame_000123,7,4,0,3,0,4,0.9070557999657467
124,124,4.145393695090439,frame_000124,8,5,0,3,0,5,0.9181815999327227
125,125,4.178824289405685,frame_000125,4,2,0,2,0,2,0.8505379999987781
126,126,4.21225488372093,frame_000126,6,4,0,2,0,4,0.8924871999770403
127,127,4.245685478036176,frame_000127,5,3,0,2,0,3,0.8285183999687433
128,128,4.279116072351421,frame_000128,5,3,0,2,0,3,0.8635828000260517
129,129,4.312546666666667,frame_000129,4,2,0,2,0,2,0.8304694999242201
130,130,4.345977260981912,frame_000130,5,3,0,2,0,3,0.8865910000167787
131,131,4.379407855297158,frame_000131,5,3,0,2,0,3,0.8674869999522343
132,132,4.412838449612403,frame_000132,7,4,1,2,0,5,0.9615936999907717
133,133,4.446269043927648,frame_000133,5,3,0,2,0,3,0.8388109999941662
134,134,4.479699638242894,frame_000134,5,3,0,2,0,3,0.9120050000492483
135,135,4.513130232558139,frame_000135,4,3,0,1,0,3,0.828738100011833
136,136,4.546560826873385,frame_000136,4,3,0,1,0,3,0.847554299980402
137,137,4.57999142118863,frame_000137,4,3,0,1,0,3,0.8228428000584245
138,138,4.613422015503876,frame_000138,4,3,0,1,0,3,0.8399245999753475
139,139,4.646852609819121,frame_000139,5,4,0,1,0,4,0.9502635999815539
140,140,4.6802832041343665,frame_000140,5,4,0,1,0,4,0.8204996000276878
141,141,4.7137137984496125,frame_000141,5,4,0,1,0,4,0.9184410999296233
142,142,4.747144392764858,frame_000142,5,4,1,0,0,5,0.9493987000314519
143,143,4.7805749870801035,frame_000143,4,4,0,0,0,4,0.8585475999861956
144,144,4.814005581395349,frame_000144,5,5,0,0,0,5,0.8635470999870449
145,145,4.847436175710595,frame_000145,4,4,0,0,0,4,0.8999119000509381
146,146,4.88086677002584,frame_000146,3,3,0,0,0,3,0.8441160999936983
147,147,4.914297364341086,frame_000147,3,3,0,0,0,3,0.84590999991633
148,148,4.947727958656331,frame_000148,4,3,0,1,0,3,0.8816318999743089
149,149,4.981158552971576,frame_000149,4,3,0,1,0,3,0.8890917000826448
150,150,5.014589147286822,frame_000150,4,3,0,1,0,3,0.8682935999240726
151,151,5.048019741602067,frame_000151,5,4,0,1,0,4,0.9073064000112936
152,152,5.081450335917313,frame_000152,4,3,0,1,0,3,0.8865138000110164
153,153,5.114880930232558,frame_000153,4,3,0,1,0,3,0.9167598000494763
154,154,5.148311524547804,frame_000154,3,3,0,0,0,3,0.8760961999651045
155,155,5.181742118863049,frame_000155,5,4,0,1,0,4,0.9580812000203878
156,156,5.215172713178295,frame_000156,4,3,0,1,0,3,0.8935904999962077
157,157,5.24860330749354,frame_000157,3,3,0,0,0,3,0.8573616999201477
158,158,5.282033901808785,frame_000158,3,3,0,0,0,3,0.8926592000061646
159,159,5.315464496124031,frame_000159,4,4,0,0,0,4,0.8715659999288619
160,160,5.348895090439276,frame_000160,4,4,0,0,0,4,0.8931913999840617
161,161,5.382325684754522,frame_000161,5,5,0,0,0,5,0.9164077000459656
162,162,5.415756279069767,frame_000162,4,4,0,0,0,4,0.9176531999837607
163,163,5.449186873385013,frame_000163,3,3,0,0,0,3,0.910745200002566
164,164,5.482617467700258,frame_000164,3,3,0,0,0,3,0.9536669000517577
165,165,5.5160480620155035,frame_000165,4,4,0,0,0,4,0.9454107999335974
166,166,5.549478656330749,frame_000166,4,4,0,0,0,4,0.9285274000139907
167,167,5.5829092506459945,frame_000167,4,4,0,0,0,4,0.9399723000824451
168,168,5.6163398449612405,frame_000168,6,5,0,1,0,5,1.1606701000127941
169,169,5.649770439276486,frame_000169,6,5,0,1,0,5,1.1854258000385016
170,170,5.683201033591732,frame_000170,5,4,0,1,0,4,0.9488906000042334
171,171,5.716631627906977,frame_000171,5,4,0,1,0,4,0.8924240000778809
172,172,5.750062222222223,frame_000172,6,5,0,1,0,5,1.0567759999539703
173,173,5.783492816537468,frame_000173,3,3,0,0,0,3,0.914763200096786
174,174,5.816923410852713,frame_000174,4,3,0,1,0,3,0.9492411999963224
175,175,5.850354005167959,frame_000175,3,3,0,0,0,3,1.0126275999937207
176,176,5.883784599483204,frame_000176,5,3,1,1,0,4,1.1316552000353113
177,177,5.91721519379845,frame_000177,4,3,0,1,0,3,0.9405286000110209
178,178,5.950645788113695,frame_000178,4,3,0,1,0,3,0.9889903999865055
179,179,5.984076382428941,frame_000179,3,3,0,0,0,3,1.0459944000467658
180,180,6.017506976744186,frame_000180,3,3,0,0,0,3,1.0064748999429867
181,181,6.050937571059431,frame_000181,4,3,0,1,0,3,1.031640600063838
182,182,6.084368165374677,frame_000182,4,3,0,1,0,3,0.9976158000063151
